Knot Type,Grid ID,X-Permutation,O-Permutation,tb,r,Legendrian Mirror,Orientation Reversal,Legendrian Mirror of Orientation Reversal,x+,x-
m10n35,G1236,"(0, 4, 1, 9, 7, 5, 8, 6, 2, 3)","(7, 8, 6, 2, 1, 0, 3, 4, 5, 9)",-5,0,G1238,G1232,G1230,1,1
m10n35,G1237,"(0, 1, 5, 3, 4, 8, 9, 2, 7, 6)","(2, 8, 9, 7, 0, 3, 6, 5, 4, 1)",-5,0,G1228,G1235,G1234,1,1
m10n35,G1238,"(0, 6, 4, 7, 5, 3, 1, 8, 2, 9)","(7, 8, 9, 2, 1, 0, 6, 4, 5, 3)",-5,0,G1236,G1230,G1232,1,1
m10n35,G1239,"(0, 1, 9, 7, 8, 5, 6, 2, 3, 4)","(2, 7, 6, 3, 0, 9, 4, 5, 8, 1)",-5,0,G1231,G1239,G1231,1,1
m10n35,G1240,"(0, 9, 4, 5, 8, 6, 2, 7, 1, 3)","(8, 6, 7, 2, 4, 1, 0, 3, 5, 9)",-5,2,--,--,G1246,1,1
m10n35,G1241,"(0, 2, 5, 7, 1, 8, 6, 4, 3, 9)","(7, 8, 9, 4, 6, 5, 3, 2, 0, 1)",-5,2,--,--,G1244,1,1
m10n35,G1242,"(0, 5, 6, 7, 9, 8, 4, 3, 1, 2)","(6, 8, 1, 4, 5, 3, 2, 0, 7, 9)",-5,2,--,--,G1247,1,1
m10n35,G1243,"(0, 1, 3, 6, 8, 7, 9, 5, 4, 2)","(6, 7, 9, 2, 5, 0, 4, 3, 1, 8)",-5,2,--,--,G1245,1,1
m10n35,G1244,"(0, 8, 7, 5, 6, 3, 1, 2, 4, 9)","(7, 6, 3, 2, 4, 9, 5, 8, 0, 1)",-5,2,--,--,G1241,1,1
m10n35,G1245,"(0, 9, 1, 5, 6, 4, 7, 3, 2, 8)","(6, 4, 7, 0, 3, 8, 2, 1, 9, 5)",-5,2,--,--,G1243,1,1
m10n35,G1246,"(0, 2, 9, 6, 5, 3, 1, 4, 7, 8)","(6, 7, 5, 4, 1, 0, 8, 2, 9, 3)",-5,2,--,--,G1240,1,1
m10n35,G1247,"(0, 7, 9, 6, 4, 3, 1, 2, 5, 8)","(6, 4, 5, 3, 2, 8, 7, 9, 0, 1)",-5,2,--,--,G1242,1,1
10n36,G236,"(0, 6, 7, 9, 8, 5, 4, 2, 3, 1)","(2, 1, 3, 6, 0, 9, 7, 5, 8, 4)",-10,-3,--,--,?,1,1
10n36,G227,"(0, 9, 7, 8, 2, 1, 6, 4, 5, 3)","(6, 1, 0, 4, 5, 3, 2, 7, 9, 8)",-10,-1,--,--,G234,1,1
10n36,G228,"(0, 1, 9, 5, 3, 6, 8, 7, 4, 2)","(4, 7, 3, 2, 0, 1, 5, 9, 8, 6)",-10,-1,--,--,G231,1,1
10n36,G229,"(0, 8, 9, 7, 2, 1, 6, 4, 5, 3)","(4, 3, 5, 1, 0, 8, 9, 7, 2, 6)",-10,-1,--,--,?,1,1
10n36,G230,"(0, 6, 5, 7, 9, 8, 4, 1, 3, 2)","(3, 4, 8, 1, 2, 0, 9, 6, 7, 5)",-10,-1,--,--,G235,1,1
10n36,G231,"(0, 1, 9, 8, 4, 3, 5, 7, 6, 2)","(4, 5, 3, 0, 2, 6, 9, 1, 8, 7)",-10,-1,--,--,G228,1,1
10n36,G232,"(0, 7, 6, 4, 5, 3, 8, 1, 9, 2)","(3, 2, 8, 7, 1, 9, 0, 6, 4, 5)",-10,-1,--,--,?,1,1
10n36,G233,"(0, 9, 1, 7, 5, 6, 8, 3, 4, 2)","(6, 3, 4, 2, 0, 1, 5, 7, 9, 8)",-10,-1,--,--,?,1,1
10n36,G234,"(0, 6, 7, 5, 4, 9, 8, 3, 1, 2)","(4, 1, 3, 2, 6, 5, 0, 9, 7, 8)",-10,-1,--,--,G227,1,1
10n36,G235,"(0, 9, 5, 2, 4, 1, 3, 7, 6, 8)","(7, 1, 0, 8, 9, 6, 5, 4, 2, 3)",-10,-1,--,--,G230,1,1
10n36,G237,"(0, 8, 9, 7, 2, 1, 5, 6, 4, 3)","(5, 4, 6, 1, 0, 8, 9, 3, 2, 7)",-10,1,--,--,G239,1,1
10n36,G238,"(0, 8, 9, 7, 2, 1, 6, 4, 5, 3)","(7, 1, 6, 4, 5, 3, 2, 8, 0, 9)",-10,1,--,--,?,1,1
10n36,G239,"(0, 1, 9, 4, 3, 8, 7, 5, 6, 2)","(4, 5, 3, 2, 7, 6, 0, 9, 1, 8)",-10,1,--,--,G237,1,1
10n36,G240,"(0, 8, 9, 4, 6, 7, 5, 1, 3, 2)","(4, 3, 5, 7, 1, 2, 0, 8, 9, 6)",-10,1,--,--,?,1,1
10n36,G241,"(0, 3, 1, 4, 9, 7, 8, 6, 5, 2)","(7, 8, 6, 2, 3, 1, 5, 4, 0, 9)",-10,1,--,--,?,1,1
10n36,G242,"(0, 2, 1, 5, 7, 4, 6, 3, 9, 8)","(5, 6, 4, 3, 2, 9, 0, 8, 7, 1)",-10,1,--,--,G244,1,1
10n36,G243,"(0, 6, 5, 7, 9, 8, 4, 3, 1, 2)","(5, 4, 1, 3, 6, 0, 2, 9, 7, 8)",-10,1,--,--,G245,1,1
10n36,G244,"(0, 9, 1, 8, 4, 3, 5, 7, 6, 2)","(7, 5, 6, 3, 2, 0, 1, 4, 8, 9)",-10,1,--,--,G242,1,1
10n36,G245,"(0, 8, 5, 4, 6, 9, 7, 3, 1, 2)","(6, 4, 3, 7, 1, 2, 0, 9, 5, 8)",-10,1,--,--,G243,1,1
10n36,G246,"(0, 8, 9, 7, 6, 3, 2, 4, 5, 1)","(7, 3, 6, 4, 2, 1, 5, 8, 0, 9)",-10,3,--,--,?,1,1
m10n36,G1248,"(0, 3, 5, 7, 8, 6, 4, 9, 1, 2)","(4, 6, 8, 9, 1, 0, 7, 2, 3, 5)",0,-1,--,--,G1248,0,1
m10n36,G1249,"(0, 3, 5, 4, 6, 1, 2, 8, 7, 9)","(6, 8, 9, 7, 2, 3, 5, 4, 0, 1)",0,-1,--,--,G1250,0,1
m10n36,G1250,"(0, 1, 6, 8, 7, 9, 3, 2, 4, 5)","(4, 9, 0, 2, 1, 5, 8, 6, 7, 3)",0,-1,--,--,G1249,0,1
m10n36,G1251,"(0, 1, 3, 2, 6, 8, 7, 9, 4, 5)","(2, 8, 9, 7, 0, 4, 3, 5, 6, 1)",0,1,--,--,G1253,1,0
m10n36,G1252,"(0, 1, 3, 8, 6, 4, 5, 7, 9, 2)","(7, 9, 0, 5, 2, 1, 3, 4, 6, 8)",0,1,--,--,G1252,1,0
m10n36,G1253,"(0, 2, 1, 7, 8, 3, 5, 4, 6, 9)","(8, 9, 5, 4, 6, 7, 2, 0, 1, 3)",0,1,--,--,G1251,1,0
10n39,G247,"(0, 9, 3, 6, 1, 7, 2, 8, 4, 5)","(8, 1, 0, 2, 4, 3, 5, 6, 7, 9)",-1,0,G248,G248,G247,1,1
10n39,G248,"(0, 9, 1, 2, 3, 5, 4, 7, 6, 8)","(7, 3, 8, 4, 0, 1, 6, 5, 9, 2)",-1,0,G247,G247,G248,1,1
m10n39,G1254,"(0, 6, 2, 8, 5, 9, 4, 3, 1, 7)","(3, 1, 9, 0, 7, 6, 8, 5, 4, 2)",-9,-2,--,--,G1256,1,1
m10n39,G1255,"(0, 5, 4, 2, 3, 1, 7, 9, 6, 8)","(7, 9, 6, 5, 8, 4, 2, 3, 0, 1)",-9,-2,--,--,G1257,1,1
m10n39,G1256,"(0, 8, 7, 5, 6, 2, 4, 3, 1, 9)","(3, 1, 9, 8, 4, 5, 0, 7, 6, 2)",-9,-2,--,--,G1254,1,1
m10n39,G1257,"(0, 8, 1, 6, 4, 5, 3, 2, 9, 7)","(5, 2, 9, 0, 7, 8, 6, 4, 3, 1)",-9,-2,--,--,G1255,1,1
m10n39,G1258,"(0, 8, 4, 3, 6, 2, 5, 7, 1, 9)","(5, 2, 1, 9, 0, 7, 8, 3, 6, 4)",-9,0,G1263,G1258,G1263,1,1
m10n39,G1259,"(0, 1, 8, 9, 7, 6, 5, 3, 4, 2)","(3, 9, 0, 6, 4, 2, 8, 7, 1, 5)",-9,0,G1260,G1259,G1260,1,1
m10n39,G1260,"(0, 8, 7, 6, 4, 5, 2, 3, 1, 9)","(6, 1, 5, 9, 8, 3, 4, 0, 7, 2)",-9,0,G1259,G1260,G1259,1,1
m10n39,G1261,"(0, 4, 2, 1, 8, 9, 6, 7, 5, 3)","(6, 9, 7, 3, 0, 5, 2, 4, 1, 8)",-9,0,G1262,G1261,G1262,1,1
m10n39,G1262,"(0, 5, 8, 7, 4, 6, 3, 1, 2, 9)","(6, 9, 3, 1, 8, 2, 0, 5, 7, 4)",-9,0,G1261,G1262,G1261,1,1
m10n39,G1263,"(0, 1, 9, 8, 5, 6, 4, 7, 2, 3)","(4, 7, 6, 2, 0, 1, 9, 3, 5, 8)",-9,0,G1258,G1263,G1258,1,1
m10n39,G1264,"(0, 6, 4, 3, 8, 2, 9, 5, 1, 7)","(5, 3, 2, 9, 1, 0, 7, 8, 6, 4)",-9,2,--,--,G1267,1,1
m10n39,G1265,"(0, 2, 9, 1, 7, 5, 6, 4, 3, 8)","(7, 8, 5, 6, 4, 0, 3, 2, 9, 1)",-9,2,--,--,G1266,1,1
m10n39,G1266,"(0, 8, 5, 4, 2, 3, 1, 6, 9, 7)","(6, 4, 3, 1, 9, 0, 7, 8, 5, 2)",-9,2,--,--,G1265,1,1
m10n39,G1267,"(0, 8, 6, 5, 7, 3, 4, 2, 1, 9)","(7, 3, 2, 9, 4, 5, 1, 0, 8, 6)",-9,2,--,--,G1264,1,1
10n40,G253,"(0, 6, 5, 1, 4, 8, 9, 7, 3, 2)","(4, 3, 7, 6, 9, 0, 2, 1, 8, 5)",-8,-1,--,--,G255,1,1
10n40,G254,"(0, 9, 7, 5, 3, 2, 8, 1, 4, 6)","(8, 2, 1, 0, 6, 4, 3, 5, 7, 9)",-8,-1,--,--,?,1,1
10n40,G255,"(0, 8, 9, 3, 6, 2, 1, 7, 5, 4)","(5, 1, 7, 8, 0, 9, 4, 3, 2, 6)",-8,-1,--,--,G253,1,1
10n40,G256,"(0, 9, 5, 3, 4, 8, 1, 7, 6, 2)","(7, 4, 1, 0, 2, 3, 6, 5, 9, 8)",-8,1,--,--,G257,1,1
10n40,G257,"(0, 9, 7, 3, 2, 8, 1, 5, 6, 4)","(8, 2, 1, 0, 5, 4, 6, 7, 3, 9)",-8,1,--,--,G256,1,1
10n40,G258,"(0, 2, 5, 8, 4, 3, 1, 9, 7, 6)","(7, 9, 1, 3, 2, 0, 6, 5, 4, 8)",-8,1,--,--,?,1,1
m10n40,G1272,"(0, 9, 1, 2, 7, 3, 6, 4, 5, 8)","(6, 3, 5, 0, 1, 8, 9, 7, 2, 4)",-2,-1,--,--,G1281,1,1
m10n40,G1273,"(0, 9, 5, 2, 8, 1, 3, 4, 6, 7)","(3, 1, 0, 6, 4, 5, 7, 9, 8, 2)",-2,-1,--,--,G1276,1,1
m10n40,G1274,"(0, 7, 1, 2, 6, 8, 9, 3, 5, 4)","(5, 2, 3, 9, 0, 1, 4, 7, 8, 6)",-2,-1,--,--,G1278,1,1
m10n40,G1275,"(0, 6, 5, 7, 8, 2, 9, 1, 3, 4)","(3, 1, 9, 0, 6, 7, 4, 5, 8, 2)",-2,-1,--,--,G1279,1,1
m10n40,G1276,"(0, 8, 5, 3, 1, 2, 6, 4, 7, 9)","(4, 2, 9, 6, 5, 7, 0, 8, 1, 3)",-2,-1,--,--,G1273,1,1
m10n40,G1277,"(0, 1, 3, 7, 4, 8, 6, 5, 9, 2)","(4, 5, 9, 0, 2, 3, 1, 7, 6, 8)",-2,-1,--,--,G1280,1,1
m10n40,G1278,"(0, 7, 1, 2, 6, 8, 9, 3, 5, 4)","(5, 3, 4, 9, 0, 1, 7, 8, 2, 6)",-2,-1,--,--,G1274,1,1
m10n40,G1279,"(0, 3, 4, 7, 6, 8, 9, 1, 5, 2)","(4, 5, 1, 2, 9, 0, 3, 7, 8, 6)",-2,-1,--,--,G1275,1,1
m10n40,G1280,"(0, 8, 9, 2, 4, 5, 3, 6, 7, 1)","(2, 1, 3, 6, 8, 0, 7, 9, 4, 5)",-2,-1,--,--,G1277,1,1
m10n40,G1281,"(0, 8, 6, 1, 3, 2, 4, 5, 9, 7)","(4, 2, 9, 7, 8, 5, 6, 0, 1, 3)",-2,-1,--,--,G1272,1,1
m10n40,G1282,"(0, 7, 1, 3, 4, 6, 5, 8, 9, 2)","(6, 4, 5, 9, 2, 3, 0, 1, 7, 8)",-2,1,--,--,G1289,1,1
m10n40,G1283,"(0, 3, 7, 6, 4, 8, 5, 9, 1, 2)","(4, 6, 5, 1, 9, 0, 2, 3, 7, 8)",-2,1,--,--,G1284,1,1
m10n40,G1284,"(0, 4, 5, 8, 6, 7, 9, 2, 3, 1)","(6, 7, 2, 4, 1, 3, 5, 8, 0, 9)",-2,1,--,--,G1283,1,1
m10n40,G1285,"(0, 3, 4, 2, 5, 1, 6, 7, 9, 8)","(4, 6, 1, 9, 0, 7, 8, 3, 5, 2)",-2,1,--,--,G1290,1,1
m10n40,G1286,"(0, 1, 3, 4, 6, 9, 5, 2, 8, 7)","(5, 9, 8, 0, 2, 3, 1, 7, 6, 4)",-2,1,--,--,G1288,1,1
m10n40,G1287,"(0, 9, 1, 5, 6, 8, 2, 3, 7, 4)","(8, 2, 6, 7, 3, 4, 5, 0, 1, 9)",-2,1,--,--,G1291,1,1
m10n40,G1288,"(0, 2, 5, 3, 7, 8, 6, 4, 1, 9)","(6, 8, 1, 9, 2, 4, 3, 0, 7, 5)",-2,1,--,--,G1286,1,1
m10n40,G1289,"(0, 1, 3, 5, 2, 6, 7, 9, 8, 4)","(2, 6, 9, 0, 7, 8, 4, 5, 3, 1)",-2,1,--,--,G1282,1,1
m10n40,G1290,"(0, 8, 2, 3, 5, 4, 6, 1, 9, 7)","(4, 6, 7, 1, 2, 9, 0, 8, 5, 3)",-2,1,--,--,G1285,1,1
m10n40,G1291,"(0, 9, 1, 5, 6, 8, 2, 3, 7, 4)","(8, 6, 7, 0, 3, 4, 5, 1, 2, 9)",-2,1,--,--,G1287,1,1
10n41,G259,"(0, 5, 3, 6, 4, 2, 1, 7, 9, 8)","(7, 9, 8, 1, 0, 5, 3, 2, 6, 4)",-4,-1,--,--,G260,1,1
10n41,G260,"(0, 4, 6, 5, 7, 3, 2, 9, 1, 8)","(5, 7, 9, 8, 1, 0, 4, 3, 6, 2)",-4,-1,--,--,G259,1,1
10n41,G261,"(0, 4, 6, 9, 5, 7, 2, 1, 3, 8)","(5, 7, 1, 3, 8, 0, 9, 4, 6, 2)",-4,-1,--,--,G261,1,1
10n41,G262,"(0, 9, 1, 7, 6, 4, 2, 5, 3, 8)","(4, 2, 6, 5, 3, 8, 7, 0, 9, 1)",-4,1,--,--,G264,1,1
10n41,G263,"(0, 5, 7, 6, 1, 3, 9, 2, 4, 8)","(6, 2, 4, 9, 8, 0, 5, 7, 1, 3)",-4,1,--,--,G263,1,1
10n41,G264,"(0, 7, 9, 6, 5, 1, 3, 2, 4, 8)","(6, 2, 5, 4, 8, 7, 0, 9, 1, 3)",-4,1,--,--,G262,1,1
m10n41,G1292,"(0, 1, 9, 7, 8, 6, 2, 5, 3, 4)","(3, 8, 5, 0, 4, 9, 7, 1, 6, 2)",-6,-1,--,--,G1295,1,1
m10n41,G1293,"(0, 5, 7, 8, 6, 4, 2, 3, 1, 9)","(6, 8, 9, 1, 3, 0, 5, 7, 4, 2)",-6,-1,--,--,G1294,1,1
m10n41,G1294,"(0, 8, 6, 7, 5, 1, 3, 2, 4, 9)","(5, 4, 9, 2, 8, 6, 7, 0, 1, 3)",-6,-1,--,--,G1293,1,1
m10n41,G1295,"(0, 5, 7, 8, 6, 4, 2, 3, 1, 9)","(6, 8, 9, 3, 1, 7, 5, 0, 4, 2)",-6,-1,--,--,G1292,1,1
m10n41,G1296,"(0, 1, 8, 9, 7, 4, 6, 2, 3, 5)","(4, 6, 3, 5, 0, 8, 9, 7, 1, 2)",-6,-1,--,--,?,1,1
m10n41,G1297,"(0, 1, 9, 6, 2, 4, 5, 3, 8, 7)","(2, 5, 3, 0, 8, 7, 9, 6, 4, 1)",-6,-1,--,--,G1298,1,1
m10n41,G1298,"(0, 2, 5, 3, 1, 9, 6, 8, 4, 7)","(5, 6, 8, 7, 4, 2, 0, 3, 9, 1)",-6,-1,--,--,G1297,1,1
m10n41,G1299,"(0, 8, 6, 7, 5, 3, 1, 2, 4, 9)","(7, 5, 2, 4, 9, 6, 8, 0, 1, 3)",-6,1,--,--,G1303,1,1
m10n41,G1300,"(0, 9, 4, 2, 3, 5, 1, 8, 6, 7)","(6, 3, 1, 8, 0, 9, 7, 4, 2, 5)",-6,1,--,--,G1305,1,1
m10n41,G1301,"(0, 1, 9, 2, 8, 6, 7, 5, 3, 4)","(2, 8, 3, 7, 5, 0, 4, 9, 6, 1)",-6,1,--,--,G1304,1,1
m10n41,G1302,"(0, 2, 3, 9, 1, 8, 6, 7, 4, 5)","(3, 4, 8, 6, 7, 5, 0, 2, 9, 1)",-6,1,--,--,?,1,1
m10n41,G1303,"(0, 5, 7, 6, 8, 4, 2, 3, 1, 9)","(6, 8, 9, 2, 3, 1, 7, 0, 5, 4)",-6,1,--,--,G1299,1,1
m10n41,G1304,"(0, 8, 6, 7, 5, 3, 1, 2, 4, 9)","(7, 5, 9, 4, 2, 8, 6, 0, 1, 3)",-6,1,--,--,G1301,1,1
m10n41,G1305,"(0, 3, 9, 1, 8, 6, 4, 2, 5, 7)","(6, 8, 4, 7, 5, 3, 0, 9, 1, 2)",-6,1,--,--,G1300,1,1
10n42,G265,"(0, 1, 6, 8, 7, 9, 2, 4, 3, 5)","(4, 8, 9, 5, 0, 3, 6, 1, 7, 2)",1,0,G267,G276,G270,0,0
10n42,G266,"(0, 4, 6, 3, 5, 7, 9, 8, 1, 2)","(5, 7, 1, 9, 8, 0, 4, 2, 3, 6)",1,0,G274,G271,G273,0,0
10n42,G267,"(0, 1, 6, 8, 7, 9, 2, 4, 3, 5)","(3, 7, 9, 4, 0, 5, 8, 1, 6, 2)",1,0,G265,G270,G276,0,0
10n42,G268,"(0, 3, 6, 8, 7, 9, 4, 5, 1, 2)","(4, 7, 9, 1, 0, 5, 6, 2, 3, 8)",1,0,G272,G277,G275,0,0
10n42,G269,"(0, 3, 1, 4, 6, 5, 8, 7, 9, 2)","(4, 9, 5, 7, 2, 0, 1, 3, 6, 8)",1,0,G278,?,?,0,0
10n42,G270,"(0, 1, 6, 8, 7, 9, 2, 4, 3, 5)","(4, 7, 9, 5, 0, 3, 6, 8, 1, 2)",1,0,G276,G267,G265,0,0
10n42,G271,"(0, 8, 9, 2, 1, 3, 7, 5, 4, 6)","(5, 4, 7, 8, 6, 0, 2, 9, 1, 3)",1,0,G273,G266,G274,0,0
10n42,G272,"(0, 1, 6, 8, 7, 9, 2, 5, 3, 4)","(3, 9, 0, 5, 4, 6, 8, 1, 7, 2)",1,0,G268,G275,G277,0,0
10n42,G273,"(0, 8, 1, 9, 2, 4, 3, 7, 5, 6)","(5, 3, 7, 6, 8, 1, 0, 2, 9, 4)",1,0,G271,G274,G266,0,0
10n42,G274,"(0, 3, 2, 4, 1, 6, 7, 5, 9, 8)","(4, 6, 5, 9, 7, 8, 2, 0, 3, 1)",1,0,G266,G273,G271,0,0
10n42,G275,"(0, 5, 6, 2, 3, 8, 7, 9, 1, 4)","(6, 7, 3, 4, 9, 1, 0, 2, 5, 8)",1,0,G277,G272,G268,0,0
10n42,G276,"(0, 2, 1, 3, 8, 9, 4, 5, 6, 7)","(6, 9, 4, 0, 2, 5, 7, 1, 8, 3)",1,0,G270,G265,G267,0,0
10n42,G277,"(0, 2, 3, 1, 6, 8, 7, 9, 4, 5)","(3, 4, 8, 7, 9, 2, 0, 5, 6, 1)",1,0,G275,G268,G272,0,0
10n42,G278,"(0, 3, 1, 4, 6, 5, 8, 7, 9, 2)","(4, 9, 5, 7, 0, 2, 3, 1, 6, 8)",1,0,G269,?,?,0,0
m10n42,G1306,"(0, 2, 1, 5, 4, 9, 7, 8, 6, 3)","(4, 8, 3, 2, 6, 5, 0, 1, 9, 7)",-11,-2,--,--,?,1,1
m10n42,G1307,"(0, 8, 9, 7, 4, 3, 6, 5, 1, 2)","(6, 1, 3, 2, 8, 5, 4, 0, 7, 9)",-11,0,G1308,G1309,G1310,1,1
m10n42,G1308,"(0, 9, 3, 2, 7, 5, 1, 6, 4, 8)","(6, 2, 1, 4, 3, 0, 8, 9, 7, 5)",-11,0,G1307,G1310,G1309,1,1
m10n42,G1309,"(0, 8, 9, 7, 4, 3, 6, 5, 1, 2)","(3, 1, 6, 2, 0, 5, 4, 8, 7, 9)",-11,0,G1310,G1307,G1308,1,1
m10n42,G1310,"(0, 1, 7, 6, 9, 8, 5, 3, 4, 2)","(3, 5, 4, 8, 7, 2, 0, 6, 1, 9)",-11,0,G1309,G1308,G1307,1,1
m10n42,G1311,"(0, 7, 5, 6, 4, 9, 8, 2, 1, 3)","(6, 4, 2, 3, 8, 7, 1, 0, 5, 9)",-11,2,--,--,?,1,1
11n12,G359,"(0, 3, 9, 7, 8, 2, 1, 6, 4, 5)","(6, 8, 1, 0, 4, 5, 3, 2, 7, 9)",-8,-1,--,--,G364,1,1
11n12,G360,"(0, 4, 6, 8, 5, 7, 2, 9, 3, 1)","(2, 1, 3, 4, 9, 0, 8, 6, 7, 5)",-8,-1,--,--,G361,1,1
11n12,G361,"(0, 9, 6, 4, 5, 3, 1, 2, 7, 8)","(7, 1, 0, 8, 2, 9, 4, 6, 3, 5)",-8,-1,--,--,G360,1,1
11n12,G362,"(0, 9, 5, 3, 4, 8, 6, 1, 7, 2)","(4, 1, 0, 6, 7, 5, 2, 3, 9, 8)",-8,-1,--,--,G365,1,1
11n12,G363,"(0, 9, 3, 4, 2, 6, 7, 5, 1, 8)","(7, 1, 0, 8, 5, 3, 4, 9, 6, 2)",-8,-1,--,--,G366,1,1
11n12,G364,"(0, 5, 7, 8, 6, 3, 4, 2, 9, 1)","(2, 1, 4, 5, 9, 7, 0, 8, 3, 6)",-8,-1,--,--,G359,1,1
11n12,G365,"(0, 4, 5, 3, 7, 9, 6, 2, 1, 8)","(7, 8, 1, 6, 4, 5, 0, 9, 3, 2)",-8,-1,--,--,G362,1,1
11n12,G366,"(0, 5, 1, 8, 3, 4, 2, 9, 7, 6)","(7, 9, 6, 2, 0, 1, 5, 3, 4, 8)",-8,-1,--,--,G363,1,1
11n12,G367,"(0, 9, 7, 4, 2, 3, 8, 5, 1, 6)","(8, 2, 3, 1, 5, 6, 4, 0, 7, 9)",-8,1,--,--,G374,1,1
11n12,G368,"(0, 8, 2, 9, 4, 6, 3, 5, 7, 1)","(6, 4, 5, 3, 1, 2, 7, 8, 0, 9)",-8,1,--,--,G369,1,1
11n12,G369,"(0, 1, 6, 7, 5, 3, 4, 2, 9, 8)","(3, 5, 2, 4, 9, 6, 0, 8, 7, 1)",-8,1,--,--,G368,1,1
11n12,G370,"(0, 5, 1, 6, 4, 8, 9, 7, 3, 2)","(4, 3, 9, 0, 7, 5, 6, 2, 1, 8)",-8,1,--,--,G371,1,1
11n12,G371,"(0, 7, 6, 2, 9, 1, 5, 3, 4, 8)","(6, 5, 9, 8, 3, 4, 2, 7, 0, 1)",-8,1,--,--,G370,1,1
11n12,G372,"(0, 1, 9, 4, 3, 7, 8, 6, 2, 5)","(6, 8, 3, 2, 0, 1, 5, 4, 7, 9)",-8,1,--,--,G373,1,1
11n12,G373,"(0, 2, 9, 7, 8, 5, 3, 4, 6, 1)","(5, 8, 3, 1, 4, 2, 6, 7, 0, 9)",-8,1,--,--,G372,1,1
11n12,G374,"(0, 7, 3, 1, 2, 6, 4, 5, 9, 8)","(6, 2, 9, 4, 5, 3, 0, 8, 7, 1)",-8,1,--,--,G367,1,1
m11n12,G1357,"(0, 8, 1, 2, 9, 5, 7, 4, 6, 3)","(4, 2, 3, 7, 6, 8, 0, 9, 1, 5)",-2,-1,--,--,?,,1
m11n12,G1358,"(0, 5, 2, 6, 4, 3, 9, 7, 1, 8)","(7, 9, 8, 1, 0, 5, 4, 2, 3, 6)",-2,-1,--,--,?,,1
m11n12,G1359,"(0, 7, 1, 9, 5, 4, 2, 6, 3, 8)","(2, 5, 6, 4, 3, 8, 7, 0, 9, 1)",-2,1,--,--,?,1,
m11n12,G1360,"(0, 7, 9, 6, 8, 4, 1, 2, 5, 3)","(8, 2, 4, 3, 5, 7, 6, 0, 1, 9)",-2,1,--,--,?,1,
11n20,G416,"(0, 8, 9, 4, 5, 1, 6, 7, 2, 3)","(5, 1, 2, 0, 3, 7, 8, 4, 6, 9)",-3,0,G430,G418,G429,1,1
11n20,G417,"(0, 1, 9, 5, 6, 7, 3, 4, 2, 8)","(4, 7, 6, 8, 0, 2, 9, 1, 5, 3)",-3,0,G421,G432,G424,1,1
11n20,G418,"(0, 1, 2, 4, 8, 9, 3, 7, 5, 6)","(3, 9, 7, 0, 2, 5, 6, 4, 8, 1)",-3,0,G429,G416,G430,1,1
11n20,G419,"(0, 7, 8, 6, 3, 4, 1, 2, 5, 9)","(6, 4, 5, 9, 7, 2, 3, 8, 0, 1)",-3,0,G422,G433,G423,1,1
11n20,G420,"(0, 1, 5, 6, 9, 7, 8, 4, 2, 3)","(2, 7, 8, 4, 5, 0, 3, 9, 6, 1)",-3,0,G426,G428,G427,1,1
11n20,G421,"(0, 4, 3, 5, 8, 6, 9, 7, 1, 2)","(5, 6, 7, 1, 4, 2, 3, 0, 8, 9)",-3,0,G417,G424,G432,1,1
11n20,G422,"(0, 1, 8, 6, 7, 4, 5, 9, 2, 3)","(2, 7, 5, 9, 0, 8, 3, 4, 6, 1)",-3,0,G419,G423,G433,1,1
11n20,G423,"(0, 6, 7, 4, 5, 8, 3, 1, 2, 9)","(8, 9, 5, 6, 1, 2, 0, 4, 7, 3)",-3,0,G433,G422,G419,1,1
11n20,G424,"(0, 6, 7, 8, 2, 5, 3, 4, 1, 9)","(3, 1, 5, 4, 6, 9, 7, 0, 8, 2)",-3,0,G432,G421,G417,1,1
11n20,G425,"(0, 6, 7, 8, 5, 3, 4, 1, 2, 9)","(8, 9, 1, 4, 0, 6, 2, 3, 7, 5)",-3,0,G431,G425,G431,1,1
11n20,G426,"(0, 1, 9, 5, 6, 4, 7, 8, 2, 3)","(2, 7, 4, 0, 3, 8, 9, 5, 6, 1)",-3,0,G420,G427,G428,1,1
11n20,G427,"(0, 1, 8, 9, 7, 2, 3, 5, 6, 4)","(5, 9, 0, 6, 3, 4, 8, 1, 2, 7)",-3,0,G428,G426,G420,1,1
11n20,G428,"(0, 8, 9, 6, 7, 3, 1, 2, 4, 5)","(4, 1, 7, 8, 2, 0, 5, 6, 9, 3)",-3,0,G427,G420,G426,1,1
11n20,G429,"(0, 6, 7, 1, 4, 2, 3, 9, 5, 8)","(7, 8, 3, 9, 0, 5, 6, 4, 1, 2)",-3,0,G418,G430,G416,1,1
11n20,G430,"(0, 5, 6, 1, 7, 8, 3, 4, 2, 9)","(6, 8, 4, 5, 9, 2, 0, 1, 7, 3)",-3,0,G416,G429,G418,1,1
11n20,G431,"(0, 8, 5, 6, 7, 3, 4, 1, 2, 9)","(7, 3, 9, 2, 4, 5, 8, 6, 0, 1)",-3,0,G425,G431,G425,1,1
11n20,G432,"(0, 4, 2, 3, 6, 5, 7, 9, 1, 8)","(3, 1, 7, 9, 0, 8, 4, 5, 6, 2)",-3,0,G424,G417,G421,1,1
